lcl|CP094940.1_prot_UOM46721.1_1	K02313
lcl|CP094940.1_prot_UOM46121.1_4389	K01826
lcl|CP094940.1_prot_UOM46122.1_4390	K01617
lcl|CP094940.1_prot_UOM46122.1_4390	K02509
lcl|CP094940.1_prot_UOM46123.1_4391	K02510
lcl|CP094940.1_prot_UOM46123.1_4391	K12660
lcl|CP094940.1_prot_UOM46124.1_4392	K02511
lcl|CP094940.1_prot_UOM46125.1_4393	K02508
lcl|CP094940.1_prot_UOM46126.1_4394	K00483
lcl|CP094940.1_prot_UOM46127.1_4395	K00484
lcl|CP094940.1_prot_UOM46127.1_4395	K09024
lcl|CP094940.1_prot_UOM46128.1_4396	K06200
lcl|CP094940.1_prot_UOM46132.1_4400	K00135
lcl|CP094940.1_prot_UOM46132.1_4400	K08324
lcl|CP094940.1_prot_UOM46137.1_4405	K08160
lcl|CP094940.1_prot_UOM46143.1_4411	K03543
lcl|CP094940.1_prot_UOM46144.1_4412	K06075
lcl|CP094940.1_prot_UOM46147.1_4415	K21253
lcl|CP094940.1_prot_UOM46147.1_4415	K21264
lcl|CP094940.1_prot_UOM46147.1_4415	K21265
lcl|CP094940.1_prot_UOM46149.1_4417	K00355
lcl|CP094940.1_prot_UOM46150.1_4418	K02057
lcl|CP094940.1_prot_UOM46150.1_4418	K10440
lcl|CP094940.1_prot_UOM46151.1_4419	K02057
lcl|CP094940.1_prot_UOM46152.1_4420	K02056
lcl|CP094940.1_prot_UOM46153.1_4421	K02058
lcl|CP094940.1_prot_UOM46154.1_4422	K01867
lcl|CP094940.1_prot_UOM46155.1_4423	K01993
lcl|CP094940.1_prot_UOM46156.1_4424	K13926
lcl|CP094940.1_prot_UOM49300.1_4425	K01992
lcl|CP094940.1_prot_UOM46158.1_4427	K18850
lcl|CP094940.1_prot_UOM46161.1_4430	K07636
lcl|CP094940.1_prot_UOM46161.1_4430	K07644
lcl|CP094940.1_prot_UOM46162.1_4431	K07665
lcl|CP094940.1_prot_UOM46163.1_4432	K07796
lcl|CP094940.1_prot_UOM46163.1_4432	K08721
lcl|CP094940.1_prot_UOM46163.1_4432	K18139
lcl|CP094940.1_prot_UOM49301.1_4433	K07810
lcl|CP094940.1_prot_UOM46164.1_4434	K07798
lcl|CP094940.1_prot_UOM46165.1_4435	K07787
lcl|CP094940.1_prot_UOM46167.1_4437	K03098
lcl|CP094940.1_prot_UOM46168.1_4438	K21972
lcl|CP094940.1_prot_UOM46168.1_4438	K22491
lcl|CP094940.1_prot_UOM46171.1_4441	K06954
lcl|CP094940.1_prot_UOM46172.1_4442	K09701
lcl|CP094940.1_prot_UOM46173.1_4443	K00574
lcl|CP094940.1_prot_UOM46178.1_4448	K02024
lcl|CP094940.1_prot_UOM46178.1_4448	K10124
lcl|CP094940.1_prot_UOM46179.1_4449	K01805
lcl|CP094940.1_prot_UOM49302.1_4450	K03292
lcl|CP094940.1_prot_UOM46180.1_4451	K01198
lcl|CP094940.1_prot_UOM46181.1_4452	K07451
lcl|CP094940.1_prot_MUB43_22720_4456	K07497
lcl|CP094940.1_prot_MUB43_22735_4459	K07483
lcl|CP094940.1_prot_UOM46186.1_4460	K07497
lcl|CP094940.1_prot_UOM49303.1_4464	K07448
lcl|CP094940.1_prot_UOM46189.1_4465	K07454
lcl|CP094940.1_prot_UOM46191.1_4467	K01153
lcl|CP094940.1_prot_UOM46192.1_4468	K01154
lcl|CP094940.1_prot_UOM49304.1_4469	K03427
lcl|CP094940.1_prot_MUB43_22790_4470	K03427
lcl|CP094940.1_prot_UOM49305.1_4478	K09144
lcl|CP094940.1_prot_UOM46203.1_4482	K01673
lcl|CP094940.1_prot_MUB43_22860_4483	K01673
lcl|CP094940.1_prot_UOM46204.1_4484	K12957
lcl|CP094940.1_prot_UOM46205.1_4485	K02025
lcl|CP094940.1_prot_UOM46205.1_4485	K05814
lcl|CP094940.1_prot_UOM46205.1_4485	K10193
lcl|CP094940.1_prot_UOM46206.1_4486	K05815
lcl|CP094940.1_prot_UOM46207.1_4487	K03651
lcl|CP094940.1_prot_UOM46208.1_4488	K05816
lcl|CP094940.1_prot_UOM46209.1_4489	K05813
lcl|CP094940.1_prot_UOM46210.1_4490	K03335
lcl|CP094940.1_prot_UOM46211.1_4491	K06605
lcl|CP094940.1_prot_UOM46212.1_4492	K00010
lcl|CP094940.1_prot_UOM46213.1_4493	K03336
lcl|CP094940.1_prot_UOM46214.1_4494	K03338
lcl|CP094940.1_prot_UOM46216.1_4496	K03337
lcl|CP094940.1_prot_UOM46217.1_4497	K00140
lcl|CP094940.1_prot_UOM46218.1_4498	K06606
lcl|CP094940.1_prot_UOM46219.1_4499	K06915
lcl|CP094940.1_prot_UOM46220.1_4500	K11720
lcl|CP094940.1_prot_UOM46221.1_4501	K07091
lcl|CP094940.1_prot_UOM46222.1_4502	K01255
lcl|CP094940.1_prot_UOM46223.1_4503	K02339
lcl|CP094940.1_prot_UOM46224.1_4504	K01873
lcl|CP094940.1_prot_UOM46225.1_4505	K03828
lcl|CP094940.1_prot_UOM46226.1_4506	K06169
lcl|CP094940.1_prot_UOM46227.1_4507	K09893
lcl|CP094940.1_prot_UOM46228.1_4508	K00611
lcl|CP094940.1_prot_UOM46228.1_4508	K09065
lcl|CP094940.1_prot_UOM46229.1_4509	K03710
lcl|CP094940.1_prot_UOM49306.1_4512	K10710
lcl|CP094940.1_prot_UOM46232.1_4513	K10708
lcl|CP094940.1_prot_UOM46233.1_4514	K19334
lcl|CP094940.1_prot_UOM46235.1_4516	K00609
lcl|CP094940.1_prot_UOM46236.1_4517	K00610
lcl|CP094940.1_prot_UOM46237.1_4518	K09022
lcl|CP094940.1_prot_UOM46238.1_4519	K01531
lcl|CP094940.1_prot_UOM46238.1_4519	K12955
lcl|CP094940.1_prot_UOM46239.1_4520	K03485
lcl|CP094940.1_prot_UOM46240.1_4521	K02818
lcl|CP094940.1_prot_UOM46240.1_4521	K02819
lcl|CP094940.1_prot_UOM46241.1_4522	K01182
lcl|CP094940.1_prot_UOM46241.1_4522	K01187
lcl|CP094940.1_prot_UOM46241.1_4522	K01226
lcl|CP094940.1_prot_UOM46242.1_4523	K02761
lcl|CP094940.1_prot_UOM46243.1_4524	K01222
lcl|CP094940.1_prot_UOM49307.1_4525	K02760
lcl|CP094940.1_prot_UOM46246.1_4528	K21636
lcl|CP094940.1_prot_UOM46247.1_4529	K04068
lcl|CP094940.1_prot_UOM46248.1_4530	K06218
lcl|CP094940.1_prot_UOM46249.1_4531	K18918
lcl|CP094940.1_prot_UOM46253.1_4535	K01042
lcl|CP094940.1_prot_UOM46254.1_4536	K01465
lcl|CP094940.1_prot_UOM46260.1_4542	K15536
lcl|CP094940.1_prot_UOM46261.1_4543	K03592
lcl|CP094940.1_prot_UOM46262.1_4544	K09889
lcl|CP094940.1_prot_UOM46266.1_4548	K02558
lcl|CP094940.1_prot_UOM46267.1_4549	K03841
lcl|CP094940.1_prot_UOM46268.1_4550	K02057
lcl|CP094940.1_prot_UOM46268.1_4550	K10440
lcl|CP094940.1_prot_UOM46268.1_4550	K17209
lcl|CP094940.1_prot_UOM46269.1_4551	K02057
lcl|CP094940.1_prot_UOM46269.1_4551	K10440
lcl|CP094940.1_prot_UOM46270.1_4552	K02056
lcl|CP094940.1_prot_UOM46270.1_4552	K10441
lcl|CP094940.1_prot_UOM46270.1_4552	K10542
lcl|CP094940.1_prot_UOM46270.1_4552	K10545
lcl|CP094940.1_prot_UOM46270.1_4552	K10562
lcl|CP094940.1_prot_UOM46270.1_4552	K17204
lcl|CP094940.1_prot_UOM46270.1_4552	K17215
lcl|CP094940.1_prot_UOM46271.1_4553	K02058
lcl|CP094940.1_prot_UOM46272.1_4554	K01507
lcl|CP094940.1_prot_UOM46276.1_4558	K09800
lcl|CP094940.1_prot_UOM46277.1_4559	K07278
lcl|CP094940.1_prot_UOM46278.1_4560	K07304
lcl|CP094940.1_prot_UOM46280.1_4562	K02532
lcl|CP094940.1_prot_UOM46281.1_4563	K12308
lcl|CP094940.1_prot_UOM46282.1_4564	K02099
lcl|CP094940.1_prot_UOM46284.1_4566	K07109
lcl|CP094940.1_prot_UOM46285.1_4567	K01082
lcl|CP094940.1_prot_UOM46286.1_4568	K01119
lcl|CP094940.1_prot_UOM46288.1_4570	K19267
lcl|CP094940.1_prot_UOM46290.1_4573	K07322
lcl|CP094940.1_prot_UOM46291.1_4574	K11737
lcl|CP094940.1_prot_UOM46292.1_4575	K03773
lcl|CP094940.1_prot_UOM46293.1_4576	K07268
lcl|CP094940.1_prot_UOM46293.1_4576	K07269
lcl|CP094940.1_prot_UOM46294.1_4577	K02939
lcl|CP094940.1_prot_UOM46295.1_4578	K02963
lcl|CP094940.1_prot_UOM46296.1_4579	K02686
lcl|CP094940.1_prot_UOM46297.1_4580	K02990
lcl|CP094940.1_prot_UOM46300.1_4583	K03077
lcl|CP094940.1_prot_UOM46301.1_4584	K03079
lcl|CP094940.1_prot_UOM46302.1_4585	K03078
lcl|CP094940.1_prot_UOM46303.1_4586	K02821
lcl|CP094940.1_prot_UOM46304.1_4587	K02822
lcl|CP094940.1_prot_UOM46305.1_4588	K02822
lcl|CP094940.1_prot_UOM46305.1_4588	K03475
lcl|CP094940.1_prot_UOM46306.1_4589	K03476
lcl|CP094940.1_prot_UOM46307.1_4590	K03477
lcl|CP094940.1_prot_UOM46308.1_4591	K06889
lcl|CP094940.1_prot_UOM46311.1_4594	K09456
lcl|CP094940.1_prot_UOM46312.1_4595	K03218
lcl|CP094940.1_prot_UOM46313.1_4596	K12573
lcl|CP094940.1_prot_UOM49309.1_4597	K13771
lcl|CP094940.1_prot_UOM46314.1_4598	K01939
lcl|CP094940.1_prot_UOM46315.1_4599	K09937
lcl|CP094940.1_prot_UOM46316.1_4601	K04087
lcl|CP094940.1_prot_UOM46317.1_4602	K04088
lcl|CP094940.1_prot_UOM46318.1_4603	K03665
lcl|CP094940.1_prot_UOM46319.1_4604	K03666
lcl|CP094940.1_prot_UOM46320.1_4605	K00791
lcl|CP094940.1_prot_UOM46321.1_4606	K03572
lcl|CP094940.1_prot_UOM46322.1_4607	K01448
lcl|CP094940.1_prot_UOM46323.1_4608	K06925
lcl|CP094940.1_prot_UOM46324.1_4609	K17758
lcl|CP094940.1_prot_UOM46324.1_4609	K17759
lcl|CP094940.1_prot_UOM46325.1_4610	K18979
lcl|CP094940.1_prot_UOM46326.1_4611	K09996
lcl|CP094940.1_prot_UOM46327.1_4612	K13288
lcl|CP094940.1_prot_UOM46328.1_4613	K06949
lcl|CP094940.1_prot_UOM46329.1_4614	K01613
lcl|CP094940.1_prot_UOM46330.1_4615	K05802
lcl|CP094940.1_prot_UOM46330.1_4615	K22051
lcl|CP094940.1_prot_UOM46332.1_4617	K04568
lcl|CP094940.1_prot_UOM46333.1_4618	K00244
lcl|CP094940.1_prot_UOM46334.1_4619	K00245
lcl|CP094940.1_prot_UOM46335.1_4620	K00246
lcl|CP094940.1_prot_UOM46336.1_4621	K00247
lcl|CP094940.1_prot_UOM46337.1_4622	K03098
lcl|CP094940.1_prot_UOM46338.1_4623	K03297
lcl|CP094940.1_prot_UOM46338.1_4623	K11741
lcl|CP094940.1_prot_UOM46339.1_4624	K16348
lcl|CP094940.1_prot_UOM46340.1_4625	K16347
lcl|CP094940.1_prot_UOM46340.1_4625	K16348
lcl|CP094940.1_prot_UOM46341.1_4626	K02356
lcl|CP094940.1_prot_UOM46342.1_4627	K01843
lcl|CP094940.1_prot_UOM46342.1_4627	K19810
lcl|CP094940.1_prot_UOM46346.1_4631	K07347
lcl|CP094940.1_prot_UOM46349.1_4634	K13408
lcl|CP094940.1_prot_UOM46350.1_4635	K06147
lcl|CP094940.1_prot_UOM46350.1_4635	K13409
lcl|CP094940.1_prot_UOM46353.1_4638	K04077
lcl|CP094940.1_prot_UOM46354.1_4639	K04078
lcl|CP094940.1_prot_UOM46355.1_4640	K03757
lcl|CP094940.1_prot_UOM46355.1_4640	K03759
lcl|CP094940.1_prot_UOM46355.1_4640	K16263
lcl|CP094940.1_prot_UOM46356.1_4641	K07113
lcl|CP094940.1_prot_UOM46357.1_4642	K01744
lcl|CP094940.1_prot_UOM46358.1_4643	K07791
lcl|CP094940.1_prot_UOM49311.1_4644	K03926
lcl|CP094940.1_prot_UOM46359.1_4645	K04084
lcl|CP094940.1_prot_UOM46364.1_4651	K11935
lcl|CP094940.1_prot_UOM46365.1_4652	K11931
lcl|CP094940.1_prot_UOM46365.1_4652	K21478
lcl|CP094940.1_prot_UOM46366.1_4653	K11936
lcl|CP094940.1_prot_UOM46367.1_4654	K11937
lcl|CP094940.1_prot_UOM46371.1_4658	K05516
lcl|CP094940.1_prot_UOM46372.1_4659	K18997
lcl|CP094940.1_prot_UOM46374.1_4661	K18640
lcl|CP094940.1_prot_UOM46376.1_4663	K03292
lcl|CP094940.1_prot_UOM46376.1_4663	K11104
lcl|CP094940.1_prot_UOM46377.1_4664	K07406
lcl|CP094940.1_prot_UOM46379.1_4666	K03762
lcl|CP094940.1_prot_UOM46380.1_4667	K06193
lcl|CP094940.1_prot_UOM46381.1_4668	K04750
lcl|CP094940.1_prot_UOM46382.1_4669	K02043
lcl|CP094940.1_prot_UOM46382.1_4669	K03482
lcl|CP094940.1_prot_UOM46383.1_4670	K06166
lcl|CP094940.1_prot_UOM46384.1_4671	K06165
lcl|CP094940.1_prot_UOM46385.1_4672	K06164
lcl|CP094940.1_prot_UOM46386.1_4673	K06163
lcl|CP094940.1_prot_UOM46387.1_4674	K05781
lcl|CP094940.1_prot_UOM46388.1_4675	K05780
lcl|CP094940.1_prot_UOM46389.1_4676	K06162
lcl|CP094940.1_prot_UOM46390.1_4677	K05774
lcl|CP094940.1_prot_UOM46391.1_4678	K06167
lcl|CP094940.1_prot_UOM46394.1_4681	K02056
lcl|CP094940.1_prot_UOM46394.1_4681	K10441
lcl|CP094940.1_prot_UOM46394.1_4681	K10542
lcl|CP094940.1_prot_UOM46394.1_4681	K10545
lcl|CP094940.1_prot_UOM46394.1_4681	K10562
lcl|CP094940.1_prot_UOM46394.1_4681	K17204
lcl|CP094940.1_prot_UOM46394.1_4681	K17215
lcl|CP094940.1_prot_UOM46395.1_4682	K10440
lcl|CP094940.1_prot_UOM46396.1_4683	K10439
lcl|CP094940.1_prot_UOM46400.1_4687	K02483
lcl|CP094940.1_prot_UOM46401.1_4688	K00123
lcl|CP094940.1_prot_UOM46401.1_4688	K22015
lcl|CP094940.1_prot_UOM46402.1_4689	K07126
lcl|CP094940.1_prot_UOM46403.1_4690	K11102
lcl|CP094940.1_prot_UOM46404.1_4692	K01895
lcl|CP094940.1_prot_UOM49314.1_4694	K14393
lcl|CP094940.1_prot_UOM46408.1_4697	K07347
lcl|CP094940.1_prot_UOM46412.1_4701	K06518
lcl|CP094940.1_prot_UOM46414.1_4703	K03316
lcl|CP094940.1_prot_UOM46415.1_4704	K06901
lcl|CP094940.1_prot_UOM46416.1_4705	K00799
lcl|CP094940.1_prot_UOM46417.1_4706	K13639
lcl|CP094940.1_prot_UOM46418.1_4707	K07506
lcl|CP094940.1_prot_UOM46418.1_4707	K13631
lcl|CP094940.1_prot_UOM46421.1_4710	K02053
lcl|CP094940.1_prot_UOM46423.1_4712	K02055
lcl|CP094940.1_prot_UOM46426.1_4716	K01092
lcl|CP094940.1_prot_UOM46427.1_4717	K21638
lcl|CP094940.1_prot_UOM46428.1_4718	K07277
lcl|CP094940.1_prot_MUB43_24070_4721	K18325
lcl|CP094940.1_prot_UOM46431.1_4722	K16089
lcl|CP094940.1_prot_UOM46431.1_4722	K19611
lcl|CP094940.1_prot_UOM46432.1_4723	K18691
lcl|CP094940.1_prot_UOM46433.1_4724	K03111
lcl|CP094940.1_prot_UOM46434.1_4725	K03701
lcl|CP094940.1_prot_UOM46436.1_4728	K03788
lcl|CP094940.1_prot_UOM46437.1_4729	K00832
lcl|CP094940.1_prot_UOM46438.1_4730	K01775
lcl|CP094940.1_prot_UOM46439.1_4731	K02314
lcl|CP094940.1_prot_UOM46440.1_4732	K00344
lcl|CP094940.1_prot_UOM46442.1_4734	K05539
lcl|CP094940.1_prot_UOM46444.1_4736	K09823
lcl|CP094940.1_prot_UOM46447.1_4739	K03327
lcl|CP094940.1_prot_UOM46448.1_4740	K01356
lcl|CP094940.1_prot_UOM46449.1_4741	K00901
lcl|CP094940.1_prot_UOM46450.1_4742	K00631
lcl|CP094940.1_prot_UOM46451.1_4743	K03179
lcl|CP094940.1_prot_UOM46452.1_4744	K03181
lcl|CP094940.1_prot_UOM46453.1_4745	K05775
lcl|CP094940.1_prot_UOM46454.1_4746	K02024
lcl|CP094940.1_prot_UOM46455.1_4747	K10111
lcl|CP094940.1_prot_UOM46456.1_4748	K10108
lcl|CP094940.1_prot_UOM46457.1_4749	K10109
lcl|CP094940.1_prot_UOM46457.1_4749	K15771
lcl|CP094940.1_prot_UOM46458.1_4750	K10110
lcl|CP094940.1_prot_UOM46459.1_4751	K13256
lcl|CP094940.1_prot_UOM46463.1_4755	K09022
lcl|CP094940.1_prot_UOM46466.1_4758	K01810
lcl|CP094940.1_prot_UOM46467.1_4759	K00928
lcl|CP094940.1_prot_UOM46468.1_4760	K03453
lcl|CP094940.1_prot_UOM46470.1_4762	K06182
lcl|CP094940.1_prot_UOM46470.1_4762	K06183
lcl|CP094940.1_prot_UOM46471.1_4764	K00068
lcl|CP094940.1_prot_UOM46472.1_4765	K02812
lcl|CP094940.1_prot_UOM46473.1_4766	K02813
lcl|CP094940.1_prot_UOM46474.1_4767	K02746
lcl|CP094940.1_prot_UOM46474.1_4767	K02795
lcl|CP094940.1_prot_UOM46474.1_4767	K02814
lcl|CP094940.1_prot_UOM46475.1_4768	K02815
lcl|CP094940.1_prot_UOM46476.1_4769	K19956
lcl|CP094940.1_prot_UOM46477.1_4770	K00014
lcl|CP094940.1_prot_UOM46478.1_4771	K03324
lcl|CP094940.1_prot_UOM46479.1_4772	K00548
lcl|CP094940.1_prot_UOM46480.1_4773	K13641
lcl|CP094940.1_prot_UOM46481.1_4774	K00906
lcl|CP094940.1_prot_UOM49318.1_4775	K01637
lcl|CP094940.1_prot_UOM46482.1_4776	K01638
lcl|CP094940.1_prot_UOM46483.1_4777	K00651
lcl|CP094940.1_prot_UOM46484.1_4778	K03827
lcl|CP094940.1_prot_UOM46485.1_4779	K00602
lcl|CP094940.1_prot_UOM46486.1_4780	K01945
lcl|CP094940.1_prot_UOM46486.1_4780	K13713
lcl|CP094940.1_prot_UOM46487.1_4781	K07713
lcl|CP094940.1_prot_UOM46488.1_4782	K07709
lcl|CP094940.1_prot_UOM46489.1_4783	K07803
lcl|CP094940.1_prot_UOM46490.1_4785	K03530
lcl|CP094940.1_prot_UOM46490.1_4785	K05787
lcl|CP094940.1_prot_UOM46491.1_4786	K09891
lcl|CP094940.1_prot_UOM46492.1_4787	K05982
lcl|CP094940.1_prot_UOM46493.1_4788	K01599
lcl|CP094940.1_prot_UOM46494.1_4789	K03426
lcl|CP094940.1_prot_UOM46495.1_4790	K07740
lcl|CP094940.1_prot_UOM46496.1_4791	K03147
lcl|CP094940.1_prot_UOM46497.1_4792	K00788
lcl|CP094940.1_prot_UOM46497.1_4792	K14153
lcl|CP094940.1_prot_UOM46498.1_4793	K03148
lcl|CP094940.1_prot_UOM46498.1_4793	K21029
lcl|CP094940.1_prot_UOM46499.1_4794	K03154
lcl|CP094940.1_prot_UOM46500.1_4795	K03149
lcl|CP094940.1_prot_UOM46501.1_4796	K03150
lcl|CP094940.1_prot_UOM49320.1_4798	K02760
lcl|CP094940.1_prot_UOM46503.1_4799	K02759
lcl|CP094940.1_prot_UOM46504.1_4800	K07792
lcl|CP094940.1_prot_UOM46505.1_4801	K03046
lcl|CP094940.1_prot_UOM46506.1_4802	K03043
lcl|CP094940.1_prot_UOM46507.1_4803	K02935
lcl|CP094940.1_prot_UOM46508.1_4804	K02864
lcl|CP094940.1_prot_UOM46509.1_4805	K02863
lcl|CP094940.1_prot_UOM46510.1_4806	K02867
lcl|CP094940.1_prot_UOM46511.1_4807	K02601
lcl|CP094940.1_prot_UOM46512.1_4808	K03073
lcl|CP094940.1_prot_UOM46513.1_4809	K02358
lcl|CP094940.1_prot_UOM46514.1_4810	K00867
lcl|CP094940.1_prot_UOM46515.1_4811	K03524
lcl|CP094940.1_prot_UOM46516.1_4812	K00075
lcl|CP094940.1_prot_UOM46517.1_4813	K00230
lcl|CP094940.1_prot_UOM46518.1_4814	K03498
lcl|CP094940.1_prot_UOM46519.1_4815	K00560
lcl|CP094940.1_prot_UOM46520.1_4816	K01271
lcl|CP094940.1_prot_UOM46521.1_4817	K01782
lcl|CP094940.1_prot_UOM46521.1_4817	K01825
lcl|CP094940.1_prot_UOM46522.1_4818	K00632
lcl|CP094940.1_prot_UOM46523.1_4819	K00523
lcl|CP094940.1_prot_UOM46523.1_4819	K05368
lcl|CP094940.1_prot_UOM46523.1_4819	K20256
lcl|CP094940.1_prot_UOM46524.1_4820	K03182
lcl|CP094940.1_prot_UOM46525.1_4821	K05785
lcl|CP094940.1_prot_UOM46526.1_4822	K03424
lcl|CP094940.1_prot_UOM46527.1_4823	K03118
lcl|CP094940.1_prot_UOM46528.1_4824	K03117
lcl|CP094940.1_prot_UOM46529.1_4825	K03116
lcl|CP094940.1_prot_UOM46530.1_4826	K03688
lcl|CP094940.1_prot_UOM46531.1_4827	K03690
lcl|CP094940.1_prot_UOM46532.1_4828	K03183
lcl|CP094940.1_prot_UOM46533.1_4829	K09760
lcl|CP094940.1_prot_UOM46534.1_4830	K00757
lcl|CP094940.1_prot_UOM46535.1_4831	K01061
lcl|CP094940.1_prot_UOM46536.1_4832	K00549
lcl|CP094940.1_prot_UOM46537.1_4833	K03576
lcl|CP094940.1_prot_UOM46540.1_4836	K01048
lcl|CP094940.1_prot_UOM46541.1_4837	K05834
lcl|CP094940.1_prot_UOM46543.1_4839	K05835
lcl|CP094940.1_prot_UOM46544.1_4840	K03654
lcl|CP094940.1_prot_UOM46545.1_4841	K01058
lcl|CP094940.1_prot_UOM46547.1_4843	K05786
lcl|CP094940.1_prot_UOM46548.1_4844	K03284
lcl|CP094940.1_prot_UOM46549.1_4845	K03657
lcl|CP094940.1_prot_UOM46550.1_4846	K20862
lcl|CP094940.1_prot_UOM46551.1_4847	K03733
lcl|CP094940.1_prot_UOM46552.1_4848	K09921
lcl|CP094940.1_prot_UOM49321.1_4849	K01778
lcl|CP094940.1_prot_UOM46554.1_4851	K06202
lcl|CP094940.1_prot_UOM46555.1_4852	K05851
lcl|CP094940.1_prot_UOM46556.1_4853	K01749
lcl|CP094940.1_prot_UOM46557.1_4854	K01719
lcl|CP094940.1_prot_UOM46558.1_4855	K02496
lcl|CP094940.1_prot_UOM46558.1_4855	K13543
lcl|CP094940.1_prot_UOM46559.1_4856	K02498
lcl|CP094940.1_prot_UOM46560.1_4857	K03293
lcl|CP094940.1_prot_UOM46561.1_4858	K02852
lcl|CP094940.1_prot_UOM46562.1_4859	K02853
lcl|CP094940.1_prot_UOM46563.1_4860	K12582
lcl|CP094940.1_prot_UOM46564.1_4861	K03328
lcl|CP094940.1_prot_UOM46564.1_4861	K16693
lcl|CP094940.1_prot_UOM46565.1_4862	K02805
lcl|CP094940.1_prot_UOM46566.1_4863	K16704
lcl|CP094940.1_prot_UOM49322.1_4864	K00973
lcl|CP094940.1_prot_UOM46567.1_4865	K01710
lcl|CP094940.1_prot_UOM46568.1_4866	K02472
lcl|CP094940.1_prot_UOM46569.1_4867	K01791
lcl|CP094940.1_prot_UOM46569.1_4867	K08068
lcl|CP094940.1_prot_UOM46570.1_4868	K05790
lcl|CP094940.1_prot_UOM46571.1_4869	K02851
lcl|CP094940.1_prot_UOM46572.1_4870	K03628
lcl|CP094940.1_prot_UOM46573.1_4871	K03671
lcl|CP094940.1_prot_UOM46574.1_4872	K03732
lcl|CP094940.1_prot_UOM46575.1_4873	K01524
lcl|CP094940.1_prot_UOM46577.1_4875	K14333
lcl|CP094940.1_prot_UOM46577.1_4875	K22213
lcl|CP094940.1_prot_UOM46578.1_4876	K07150
lcl|CP094940.1_prot_UOM46579.1_4877	K03656
lcl|CP094940.1_prot_UOM46579.1_4877	K03657
lcl|CP094940.1_prot_UOM46580.1_4878	K03769
lcl|CP094940.1_prot_UOM46581.1_4879	K03769
lcl|CP094940.1_prot_UOM46582.1_4880	K00053
lcl|CP094940.1_prot_UOM46583.1_4881	K02521
lcl|CP094940.1_prot_UOM46584.1_4882	K01754
lcl|CP094940.1_prot_UOM46585.1_4883	K01687
lcl|CP094940.1_prot_UOM46586.1_4884	K00826
lcl|CP094940.1_prot_UOM46587.1_4885	K11258
lcl|CP094940.1_prot_UOM46588.1_4886	K01652
lcl|CP094940.1_prot_UOM46590.1_4888	K07391
lcl|CP094940.1_prot_UOM46591.1_4889	K09897
lcl|CP094940.1_prot_UOM46593.1_4891	K01776
lcl|CP094940.1_prot_UOM46594.1_4892	K16092
lcl|CP094940.1_prot_UOM46595.1_4893	K00557
lcl|CP094940.1_prot_UOM46597.1_4895	K22105
lcl|CP094940.1_prot_UOM46598.1_4896	K00322
lcl|CP094940.1_prot_UOM46599.1_4897	K04761
lcl|CP094940.1_prot_UOM46600.1_4898	K01755
lcl|CP094940.1_prot_UOM46600.1_4898	K14681
lcl|CP094940.1_prot_UOM46601.1_4899	K00930
lcl|CP094940.1_prot_UOM46601.1_4899	K22478
lcl|CP094940.1_prot_UOM46602.1_4900	K00145
lcl|CP094940.1_prot_UOM46603.1_4901	K01438
lcl|CP094940.1_prot_UOM46604.1_4902	K01595
lcl|CP094940.1_prot_UOM46605.1_4903	K09815
lcl|CP094940.1_prot_UOM46607.1_4905	K08313
lcl|CP094940.1_prot_UOM46607.1_4905	K08314
lcl|CP094940.1_prot_UOM46608.1_4906	K00005
lcl|CP094940.1_prot_UOM46608.1_4906	K00096
lcl|CP094940.1_prot_UOM46610.1_4908	K00297
lcl|CP094940.1_prot_UOM46612.1_4910	K01607
lcl|CP094940.1_prot_UOM46615.1_4913	K12524
lcl|CP094940.1_prot_UOM46615.1_4913	K12525
lcl|CP094940.1_prot_UOM46616.1_4914	K01739
lcl|CP094940.1_prot_UOM46617.1_4915	K03764
lcl|CP094940.1_prot_UOM46618.1_4916	K02909
lcl|CP094940.1_prot_UOM46619.1_4917	K04066
lcl|CP094940.1_prot_UOM46620.1_4918	K05499
lcl|CP094940.1_prot_UOM46621.1_4919	K03591
lcl|CP094940.1_prot_UOM46622.1_4920	K01419
lcl|CP094940.1_prot_UOM46623.1_4921	K03667
lcl|CP094940.1_prot_UOM46624.1_4922	K02548
lcl|CP094940.1_prot_UOM46625.1_4923	K02553
lcl|CP094940.1_prot_UOM46626.1_4924	K00850
lcl|CP094940.1_prot_UOM46627.1_4925	K13283
lcl|CP094940.1_prot_UOM46628.1_4926	K06006
lcl|CP094940.1_prot_UOM46629.1_4927	K07662
lcl|CP094940.1_prot_UOM46629.1_4927	K19610
lcl|CP094940.1_prot_UOM46630.1_4928	K07640
lcl|CP094940.1_prot_UOM46632.1_4930	K04564
lcl|CP094940.1_prot_UOM46633.1_4931	K02856
lcl|CP094940.1_prot_UOM46634.1_4932	K02854
lcl|CP094940.1_prot_UOM46635.1_4933	K02855
lcl|CP094940.1_prot_UOM46635.1_4933	K17736
lcl|CP094940.1_prot_UOM46636.1_4934	K00848
lcl|CP094940.1_prot_UOM46637.1_4935	K01813
lcl|CP094940.1_prot_UOM46638.1_4936	K01629
lcl|CP094940.1_prot_UOM46639.1_4937	K10555
lcl|CP094940.1_prot_UOM46639.1_4937	K10559
lcl|CP094940.1_prot_UOM46640.1_4938	K02056
lcl|CP094940.1_prot_UOM46640.1_4938	K10441
